productId,sku,productCode,productName,category,brand,quantity,currentImageState,reasonNotMapped,recommendedFilename,suggestedFutureAction
"cmrnl01xa014ataecyc8t0x1u","SKN-000010","PC100","Dabur baby powder","Skin Care","Dabur","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000010.webp","Capture or approve a product-specific image for this SKU."
"cmrnl01xx014itaechkrd5cas","HAI-000063","PC100","Dabur coconut oil 600ml","Hair Care","Dabur","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000063.webp","Capture or approve a product-specific image for this SKU."
"cmrnl01yl014qtaechv5vjjq5","SKN-000011","PC100","Dabur gulabari body lotion 400ml","Skin Care","Dabur","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000011.webp","Capture or approve a product-specific image for this SKU."
"cmrnl01za014ytaecgj3dzcqq","FOO-000583","PC100","Dabur gulabary 120ml","Food Items","Dabur","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000583.webp","Capture or approve a product-specific image for this SKU."
"cmrnl01zy0156taece91shpf0","ORA-000009","PC92","Dabur red paste 200+100gm","Oral Care","Dabur","(200+100)gm","Placeholder","No exact or high-confidence unique image mapping was approved.","ORA-000009.webp","Capture or approve a product-specific image for this SKU."
"cmrnl020n015etaecwmtl0x96","HAI-000064","PC100","Dabur sarson oil 200ml","Hair Care","Dabur","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000064.webp","Capture or approve a product-specific image for this SKU."
"cmrnl021b015mtaect0c7dhd4","FOO-000584","PC100","Dairy milk 46gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000584.webp","Capture or approve a product-specific image for this SKU."
"cmrnl022o0162taecx7hvd81d","FOO-000586","PC100","Dalia","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000586.webp","Capture or approve a product-specific image for this SKU."
"cmrnl028k017utaecys01ks9m","FOO-000590","PC100","Desi/bura khand 1kg","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000590.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02970182taec4kv05jsa","FOO-000591","PC100","Dettol Liquid 125ml","Food Items","Dettol","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000591.webp","Capture or approve a product-specific image for this SKU."
"cmrnl029w018ataecd4vwi3j5","FOO-000592","PC100","Dettol bodywash 250ml","Food Items","Dettol","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000592.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02ak018itaecvdj4yx66","SKN-000013","PC100","Dettol handwash 200ml","Skin Care","Dettol","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000013.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02b9018qtaecn6lv6jsj","PER-000047","PC100","Dettol handwash 675ml","Personal Care","Dettol","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000047.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02cl0196taeczmzosli2","FOO-000593","PC100","Dhania powder","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000593.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02da019etaec8zacfq18","FOO-000594","PC100","Dhania sabut 250gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000594.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02en019utaec1kmrgnxm","DIS-000040","PC100","Disposal bowl","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000040.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02fb01a2taecshpl3pgz","DIS-000041","PC100","Disposal spoon 100","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000041.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02hy01aytaecz4of2do7","PER-000048","PC100","Dove 25","Personal Care","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000048.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02jc01betaectprpu8cj","PER-000049","PC100","Dove 65","Personal Care","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000049.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02k101bmtaeci2imqw67","HAI-000065","PC100","Dove Conditioner","Hair Care","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000065.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02kp01butaecnyyt9zpr","SKN-000016","PC100","Dove Pink 3*125","Skin Care","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000016.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02lb01c2taecsmffkare","HAI-000066","PC94","Dove Shampoo 340ml","Hair Care","Dove","340 ml","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000066.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02nc01cqtaecgmmhjifg","DIS-000042","PC100","Dove napkin","Disposables","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000042.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02o001cytaecvdo49dvo","HAI-000069","PC100","Dove twin pack","Hair Care","Dove","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000069.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02op01d6taec57vwpq01","FOO-000597","PC100","Dry Dates(Chhuara) 300gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000597.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02pc01detaec4ju51vsc","FOO-000598","PC100","Dry Dates(Chhuara) 400gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000598.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02q101dmtaecd4mr70d1","FOO-000599","PC100","Dukes bourbon 125gm","Food Items","Dukes","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000599.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02rf01e2taecegtasuvc","HOM-000056","PC100","Dust pan","Home Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000056.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02s401eataeczvyfsz7f","CLN-000006","PC100","Dusting cloth big","Cleaning","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","CLN-000006.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02ss01eitaec5fyqhqrg","HOM-000057","PC100","Dusting cloth coloured","Home Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000057.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02tf01eqtaecer9ve1mp","CLN-000007","PC100","Dusting cloth small","Cleaning","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","CLN-000007.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02ut01f6taecftju88h5","FOO-000602","PC100","EVEREST AMCHOOR POWDER","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000602.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02vh01fetaecbvo1ila8","FOO-000603","PC100","EVEREST BLACK PEPPER","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000603.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02w601fmtaecdo8yv7qt","FOO-000604","PC100","EVEREST SUPER GARAM MASALA","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000604.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02wu01futaecekob40wq","FOO-000605","PC100","EVEREST TURMERIC POWDER 500g","Food Items","Everest","500 g","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000605.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02xi01g2taeckoqt96gt","DIS-000043","PC100","Ear buds","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000043.webp","Capture or approve a product-specific image for this SKU."
"cmrnl02y601gataecr71u4p49","FOO-000606","PC100","Elachi 8gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000606.webp","Capture or approve a product-specific image for this SKU."
"cmrnl031j01hetaecje9qdv2d","FOO-000609","PC100","Eno","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000609.webp","Capture or approve a product-specific image for this SKU."
"cmrnl032801hmtaecd2ho8atw","FOO-000610","PC100","Eveready cell","Food Items","Eveready","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000610.webp","Capture or approve a product-specific image for this SKU."
"cmrnl032v01hutaecq3g0kp73","HOM-000058","PC100","Eveready instacharge 9W","Home Care","Eveready","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000058.webp","Capture or approve a product-specific image for this SKU."
"cmrnl033k01i2taec2sek07nh","HOM-000059","PC100","Eveready led 12W","Home Care","Eveready","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000059.webp","Capture or approve a product-specific image for this SKU."
"cmrnl034801iataechjo8fkdd","FOO-000611","PC100","Everest Kashmirilal","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000611.webp","Capture or approve a product-specific image for this SKU."
"cmrnl034x01iitaecww3pagrt","FOO-000612","PC100","Everest Kasuri Methi","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000612.webp","Capture or approve a product-specific image for this SKU."
"cmrnl035l01iqtaecinco04wx","FOO-000613","PC100","Everest chat masala","Food Items","Everest","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000613.webp","Capture or approve a product-specific image for this SKU."
"cmrnl036a01iytaecf2a1fk5u","FOO-000614","PC100","Everest tikhalal","Food Items","Everest","100gm","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000614.webp","Capture or approve a product-specific image for this SKU."
"cmrnl037n01jetaecztb719vj","FOO-000616","PC100","Everyday dairy whitener 400gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000616.webp","Capture or approve a product-specific image for this SKU."
"cmrnl038n01jmtaecbvgxrjoe","ELE-000003","PC100","Everyday red pencil cell","Electrical Appliances","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","ELE-000003.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03co01kytaecahkprgkc","FOO-000617","PC100","FL Instantles 60gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000617.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03de01l6taecm9jdjcft","SKN-000021","PC100","Fair and lovely 110g","Skin Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000021.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03fe01lutaec7i2sungl","FOO-000620","PC100","Fena","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000620.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03gr01mataecsa375njh","HOM-000060","PC100","Feviquick","Home Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000060.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03i401mqtaecky31b3l2","SKN-000022","PC100","Fiama","Skin Care","Fiama","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000022.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03it01mytaecbg9b90gx","FOO-000621","PC100","Fiama patch Shower gel 250ml","Food Items","Fiama","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000621.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03jg01n6taecqmdrcdri","FOO-000622","PC100","Fine life soan papdi 400gm","Food Items","Fine Life","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000622.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03ks01nmtaecz8z2mhbh","FOO-000623","PC100","Foil 72M","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000623.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03lh01nutaecwsa91h8r","FOO-000624","PC100","Foil 9M","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000624.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03m401o2taecubs6u5s7","FOO-000625","PC100","Foil butterpaper 25M","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000625.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03ms01oataecjnboyxgy","FOO-000626","PC100","Fortune Soya 1ltr pouch","Food Items","Fortune","1Ltr","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000626.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03nh01oitaeccfhnhoq4","ORA-000011","PC100","Fortune Tooth picks","Oral Care","Fortune","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","ORA-000011.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03pg01p6taecvrx5kir3","CLN-000008","PC100","Full Jhado medium","Cleaning","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","CLN-000008.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03q501petaec6vsaziah","CLN-000009","PC100","Full Jhado swera","Cleaning","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","CLN-000009.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03qt01pmtaec9wxxg8d1","CLN-000010","PC100","Full jhado small","Cleaning","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","CLN-000010.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03ri01putaec7crtewdd","HOM-000062","PC100","GAINDA NAPHTHALENE","Home Care","Gainda","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000062.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03s601q2taec9ge7k58h","HOM-000063","PC100","GAINDA SHINEX GLASS HOUSEHOLD CLEANER","Home Care","Gainda","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000063.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03sx01qataecto6pcm3l","DSH-000003","PC100","GALA SUPER SCRUB","Dishwashing","Gala","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DSH-000003.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03tm01qitaecr4ds03nv","HAI-000070","PC100","GARNIER COLOR NATURAL","Hair Care","Garnier","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000070.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03uz01qytaecg5ixbv1p","FOO-000630","PC100","Gachak","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000630.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03vo01r6taec0934bnlq","FOO-000631","PC100","Gachak 250gm box","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000631.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03wd01retaecm1vy09gd","FOO-000632","PC100","Gachak Khasta200gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000632.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03x101rmtaecm2wbfi08","FOO-000633","PC100","Gagan 500gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000633.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03xr01rutaectkqvjkc2","POO-000011","PC100","Gagandeep oil 500ml","Pooja Essentials","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","POO-000011.webp","Capture or approve a product-specific image for this SKU."
"cmrnl03z701sataecg1ow6kaj","FOO-000634","PC100","Gala Super scrub","Food Items","Gala","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000634.webp","Capture or approve a product-specific image for this SKU."
"cmrnl040m01sqtaec5sza2jew","DIS-000044","PC100","Garbage bag large","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000044.webp","Capture or approve a product-specific image for this SKU."
"cmrnl041b01sytaech7p2iy1q","DIS-000045","PC100","Garbage bag medium","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000045.webp","Capture or approve a product-specific image for this SKU."
"cmrnl041y01t6taec8pq2vqm5","DIS-000046","PC100","Garbage bag small","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000046.webp","Capture or approve a product-specific image for this SKU."
"cmrnl045d01uataecpk5r21i8","SKN-000025","PC100","Gillette foam regular50g","Skin Care","Gillette","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000025.webp","Capture or approve a product-specific image for this SKU."
"cmrnl046101uitaecapntr0ce","HAI-000071","PC100","Gillette sword blade","Hair Care","Gillette","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000071.webp","Capture or approve a product-specific image for this SKU."
"cmrnl046q01uqtaec312agovz","SKN-000026","PC100","Gillette vector+","Skin Care","Gillette","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000026.webp","Capture or approve a product-specific image for this SKU."
"cmrnl047e01uytaeco2fiarfy","DIS-000047","PC100","Glass for cold drink","Disposables","Unbranded","cold drink","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000047.webp","Capture or approve a product-specific image for this SKU."
"cmrnl048201v6taectem5pcdo","DIS-000048","PC100","Glass for water big size","Disposables","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DIS-000048.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04ae01vmtaecon8n7s83","HOM-000064","PC100","Godrej aer","Home Care","Godrej","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000064.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04b301vutaec4mzt0fsq","HOM-000065","PC100","Godrej aer 3+1","Home Care","Godrej","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HOM-000065.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04cg01wataecr277t6fh","FOO-000637","PC100","Godrej no 1 3X150gm","Food Items","Godrej","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000637.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04d401witaec6t0eptiy","FOO-000638","PC100","Godrej no 1_130","Food Items","Godrej","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000638.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04dt01wqtaecakivr5ms","FOO-000639","PC100","Godrej no 1_40","Food Items","Godrej","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000639.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04el01wytaec7bio3vpi","FOO-000640","PC100","Goldiee chole masala 15g","Food Items","Goldiee","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000640.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04fz01xetaecli54rkoe","FOO-000642","PC100","Goldiee masala 15gm pouch","Food Items","Goldiee","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000642.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04hc01xutaecakklaek0","FOO-000644","PC100","Goldiee sabji masala 20gm","Food Items","Goldiee","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000644.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04i001y2taecne01usd1","FOO-000645","PC100","Goldiee shahi paneer masala 16gm","Food Items","Goldiee","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000645.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04io01yataecvh3ogob1","FOO-000646","PC100","Goodday /ParleG/5050/dig biscuit","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000646.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04jd01yitaecpyezfy65","FOO-000647","PC100","Goodday 5rs","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000647.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04ld01z6taect7um84qb","FOO-000650","PC100","Groundnut giri 500gm","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000650.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04m101zetaeckb9x8don","FOO-000651","PC100","Groundnut oil 500ml","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000651.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04mq01zmtaecb60vsl18","FOO-000652","PC100","Gud 1kg","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000652.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04nd01zutaec00vzfa1h","FOO-000653","PC100","Gula Gula candy","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000653.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04o20202taeca8u1dwc1","FOO-000654","PC100","Gula gula minis candy","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000654.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04oq020ataecwudvl0bj","SKN-000027","PC100","Gulabari 59ml","Skin Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000027.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04qr020ytaectqqdhaho","HAI-000073","PC97","H&S 72ml","Hair Care","Head & Shoulders","72 ml","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000073.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04rf0216taecwihj8qi8","HAI-000074","PC98","H&S cool menthol 340+70ml","Hair Care","Head & Shoulders","(340+70)ml","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000074.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04s3021etaec88h0djxl","BAB-000022","PC100","HIMALAYA BABY SOAP GENTLE","Baby Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","BAB-000022.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04tg021utaecm3n9aeyy","HAI-000075","PC100","Hair & care oil 300ml","Hair Care","Unbranded","300 ml","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000075.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04u40222taecu20n0zn9","HAI-000076","PC100","Hair color Godrej","Hair Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","HAI-000076.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04vh022itaecf3tqq1no","PER-000052","PC100","Haldiram 8904063211293","Personal Care","Haldiram","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000052.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04w6022qtaecq48svpgs","FOO-000657","PC100","Haldiram/ lays10","Food Items","Haldiram","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000657.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04wv022ytaecupc8j3ec","FOO-000658","PC100","Haldiram/Lays 20","Food Items","Haldiram","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000658.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04y8023etaecsvyw39m3","FOO-000659","PC100","Hamdard Joshanda 33gm","Food Items","Hamdard","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000659.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04yw023mtaecywn6mmmm","FOO-000660","PC100","Hamdard Nariyal pani 200ml","Food Items","Hamdard","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000660.webp","Capture or approve a product-specific image for this SKU."
"cmrnl04zl023utaecdsb6f9pt","SKN-000029","PC100","Handwash pouch","Skin Care","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000029.webp","Capture or approve a product-specific image for this SKU."
"cmrnl054b025etaecm5jtkmmg","SKN-000031","PC100","Himalaya Anti Wrinkle cream","Skin Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000031.webp","Capture or approve a product-specific image for this SKU."
"cmrnl054y025mtaec9pctc1ei","SKN-000032","PC99","Himalaya BodyLotion 200ml","Skin Care","Himalaya","200gm","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000032.webp","Capture or approve a product-specific image for this SKU."
"cmrnl055n025utaecmrn8mid0","PER-000053","PC100","Himalaya Neem F/w With Scrub","Personal Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000053.webp","Capture or approve a product-specific image for this SKU."
"cmrnl056b0262taecw68zz7xc","SKN-000033","PC100","Himalaya Shaving gel","Skin Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000033.webp","Capture or approve a product-specific image for this SKU."
"cmrnl0571026ataec1z5sr0ng","SKN-000034","PC100","Himalaya baby cream 100ml","Skin Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000034.webp","Capture or approve a product-specific image for this SKU."
"cmrnl057q026itaeca7v58rd4","BAB-000024","PC100","Himalaya baby cream 200ml","Baby Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","BAB-000024.webp","Capture or approve a product-specific image for this SKU."
"cmrnl058e026qtaecgprek5lf","SKN-000035","PC100","Himalaya baby cream 50ml","Skin Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000035.webp","Capture or approve a product-specific image for this SKU."
"cmrnl0592026ytaec1ivj00ia","BAB-000025","PC100","Himalaya baby kit","Baby Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","BAB-000025.webp","Capture or approve a product-specific image for this SKU."
"cmrnl059r0276taecl1qem2v6","DET-000042","PC100","Himalaya baby powder","Detergents","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","DET-000042.webp","Capture or approve a product-specific image for this SKU."
"cmrnl05af027etaecb3ambc2g","SKN-000036","PC100","Himalaya facewash neem purifying 200ml","Skin Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","SKN-000036.webp","Capture or approve a product-specific image for this SKU."
"cmrnl05b4027mtaecm5592xrg","PER-000054","PC100","Himalaya pain balm Cream","Personal Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","PER-000054.webp","Capture or approve a product-specific image for this SKU."
"cmrnl05bs027utaecx6ui4tlw","ORA-000012","PC100","Himalaya sparkling Toothpaste 150gm","Oral Care","Himalaya","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","ORA-000012.webp","Capture or approve a product-specific image for this SKU."
"cmrnl05cg0282taecauvryfel","FOO-000662","PC100","Himgiri 90-90 30kg","Food Items","Unbranded","1 pc","Placeholder","No exact or high-confidence unique image mapping was approved.","FOO-000662.webp","Capture or approve a product-specific image for this SKU."
